subject_id,T001s: Country,T001s: County,T001s: State/Province,T002t: Scientific Name,T003t: Location,T006t: Collected By,T008s: Month,T009s: Day,T010s: Year,T012t: Other Notes,T013s: Sex,T016t: Latitude,T017t: Longitude,T018t: Elevation,T020t: DNA Voucher Number,subject_associatedCollectors,subject_associatedTaxa,subject_basisOfRecord,subject_catalogNumber,subject_class,subject_collectionCode,subject_coordinateUncertaintyInMeters,subject_country,subject_county,subject_cultivationStatus,subject_dataGeneralizations,subject_dateIdentified,subject_day,subject_decimalLatitude,subject_decimalLongitude,subject_disposition,subject_dynamicProperties,subject_endDayOfYear,subject_establishmentMeans,subject_eventDate,subject_family,subject_fieldNumber,subject_file1,subject_file2,subject_genus,subject_geodeticDatum,subject_georeferenceProtocol,subject_georeferenceRemarks,subject_georeferenceSources,subject_georeferenceVerificationStatus,subject_georeferencedBy,subject_habitat,subject_identificationQualifier,subject_identificationReferences,subject_identificationRemarks,subject_identifiedBy,subject_individualCount,subject_informationWithheld,subject_infraspecificEpithet,subject_institutionCode,subject_kingdom,subject_lifeStage,subject_locality,subject_localitySecurity,subject_localitySecurityReason,subject_locationRemarks,subject_maximumDepthInMeters,subject_maximumElevationInMeters,subject_minimumDepthInMeters,subject_minimumElevationInMeters,subject_month,subject_municipality,subject_occurrenceID,subject_occurrenceRemarks,subject_order,subject_otherCatalogNumbers,subject_phylum,subject_preparations,subject_recordNumber,subject_recordedBy,subject_recordedByID,subject_reproductiveCondition,subject_retired,subject_samplingEffort,subject_samplingProtocol,subject_scientificName,subject_scientificNameAuthorship,subject_sex,subject_specificEpithet,subject_startDayOfYear,subject_stateProvince,subject_substrate,subject_taxonRank,subject_taxonRemarks,subject_typeStatus,subject_verbatimAttributes,subject_verbatimCoordinates,subject_verbatimDepth,subject_verbatimElevation,subject_verbatimEventDate,subject_year
2193021,Mexico,Tinúm,Yucatán,Papilio rogeri,"
Pisto Mpio. Tiaum",E. Welling,7 - July - VII,21,1981,,Not shown,,,,,,,PreservedSpecimen,HLOPP219,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP219Dorsal.JPG,HLOPP219Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T01:55:05.214Z', 'workflow_id': 2054, 'id': 1982652, 'subject_id': 2193021, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-24T02:53:29.090Z', 'retired_at': '2016-06-24T02:53:28.978Z'}",,,,,,,,,,,,,,,,,,
2193025,United States of America,Manatee,Florida,P Troilus,County Line Road 2 mi E of airport,"S R Steinhauser, L R Steinhauser",6 - June - VI,19,1980,HLOPP21 ex larva on red bay,Not shown,,,,LEP-33604,,,PreservedSpecimen,HLOPP21,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP21Dorsal.JPG,HLOPP21Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-20T13:28:04.503Z', 'workflow_id': 2054, 'id': 1989830, 'subject_id': 2193025, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-22T17:28:13.960Z', 'retired_at': '2016-06-22T17:28:13.825Z'}",,,,,,,,,,,,,,,,,,
2193026,Mexico,,Yucatán,T. Escalante,Pisté,A. C. Allyn,9 - September - IX,16,1967,,Not shown,,,,,,,PreservedSpecimen,HLOPP220,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP220Dorsal.JPG,HLOPP220Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-18T19:10:03.391Z', 'workflow_id': 2054, 'id': 1987254, 'subject_id': 2193026, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-20T12:23:41.396Z', 'retired_at': '2016-06-20T12:23:41.296Z'}",,,,,,,,,,,,,,,,,,
2193029,Mexico,,,,"I Escalante
Paste, Yucatan, Mexico",A.C. Allyn,9 - September - IX,12,1967,"A. C. Allyn
Acc. 1973-48
MGCL/FLMNH
Specimen no
41027",Not shown,,,,<NO MATCHES>,,,PreservedSpecimen,HLOPP221,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP221Dorsal.JPG,HLOPP221Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T19:34:57.821Z', 'workflow_id': 2054, 'id': 1980685, 'subject_id': 2193029, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-25T07:28:22.446Z', 'retired_at': '2016-06-25T07:28:22.412Z'}",,,,,,,,,,,,,,,,,,
2193034,Unknown Country,,,Erostatus,,,Not Shown,Not Shown,Not Shown,,Not shown,,,,,,,PreservedSpecimen,HLOPP222,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP222Dorsal.JPG,HLOPP222Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T19:48:41.365Z', 'workflow_id': 2054, 'id': 1980839, 'subject_id': 2193034, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-20T21:08:22.557Z', 'retired_at': '2016-06-20T21:08:22.474Z'}",,,,,,,,,,,,,,,,,,
2193037,Mexico,,,erostatus,"Toquian, Tacana",T. Escalante,11 - November - XI,Not Shown,1952,"A. C. Allyn Acc. #1973-48
MGCL/FLMNH Specimen no. 41054",Not shown,,,,,,,PreservedSpecimen,HLOPP223,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP223Dorsal.JPG,HLOPP223Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T01:22:59.274Z', 'workflow_id': 2054, 'id': 1982622, 'subject_id': 2193037, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T23:05:56.126Z', 'retired_at': '2016-06-27T23:05:56.029Z'}",,,,,,,,,,,,,,,,,,
2193040,Unknown Country,,,Erostates,Toquian Tocana,T Escalante,11 - November - XI,Not Shown,1957,A. C. Allyn Acc. 1973-48,Not shown,,,,,,,PreservedSpecimen,HLOPP224,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP224Dorsal.JPG,HLOPP224Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T21:20:06.452Z', 'workflow_id': 2054, 'id': 1985677, 'subject_id': 2193040, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-23T12:39:57.936Z', 'retired_at': '2016-06-23T12:39:57.742Z'}",,,,,,,,,,,,,,,,,,
2193042,Unknown Country,,,erostates,Toquian Tacana,T. Escalante,11 - November - XI,Not Shown,1951,,Not shown,,,,,,,PreservedSpecimen,HLOPP225,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP225Dorsal.JPG,HLOPP225Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T19:45:09.108Z', 'workflow_id': 2054, 'id': 1980800, 'subject_id': 2193042, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-20T21:26:31.988Z', 'retired_at': '2016-06-20T21:26:31.917Z'}",,,,,,,,,,,,,,,,,,
2193044,Unknown Country,,,P. erostratus erostratus,tecana,T. Escalante,11 - November - XI,Not Shown,<NO MATCHES>,,Not shown,,,,,,,PreservedSpecimen,HLOPP226,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP226Dorsal.JPG,HLOPP226Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T23:38:03.176Z', 'workflow_id': 2054, 'id': 1982202, 'subject_id': 2193044, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T22:32:49.267Z', 'retired_at': '2016-06-27T22:32:49.210Z'}",,,,,,,,,,,,,,,,,,
2193047,Guatemala,,,erostates,"Peten, Parque Nacional Tikal",,5 - May - V,18,1994,<NO MATCHES>,Not shown,,,,,,,PreservedSpecimen,HLOPP227,Insecta,,,,,,,,,,,,,,,,Papilionidae,,,HLOPP227Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T21:27:27.872Z', 'workflow_id': 2054, 'id': 1981557, 'subject_id': 2193047, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-20T21:20:07.637Z', 'retired_at': '2016-06-20T21:20:07.606Z'}",,,,,,,,,,,,,,,,,,
2193050,Guatemala,,,erosdutes,Peten Parque Nacional Tikal,n m haddad,6 - June - VI,9,1992,,Not shown,,,,,,,PreservedSpecimen,HLOPP228,Insecta,,,,,,,,,,,,,,,,Papilionidae,,,HLOPP228Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T19:42:15.280Z', 'workflow_id': 2054, 'id': 1980767, 'subject_id': 2193050, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T10:53:46.618Z', 'retired_at': '2016-06-17T10:53:46.576Z'}",,,,,,,,,,,,,,,,,,
2193052,Unknown Country,,,Erostates,,,1 - January - I,Not Shown,1966,,Not shown,,,,,,,PreservedSpecimen,HLOPP229,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP229Dorsal.JPG,HLOPP229Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-18T01:03:18.676Z', 'workflow_id': 2054, 'id': 1985989, 'subject_id': 2193052, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-20T06:10:34.045Z', 'retired_at': '2016-06-20T06:10:33.994Z'}",,,,,,,,,,,,,,,,,,
2193054,United States of America,Gwinnett,Georgia,Papilio t. troilus,Buford Dam,I L Finkelstein,4 - April - IV,25,1981,<NO MATCHES>,Female,,,,LEP-33605,,,PreservedSpecimen,HLOPP22,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP22Dorsal.JPG,HLOPP22Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T02:03:33.253Z', 'workflow_id': 2054, 'id': 1982672, 'subject_id': 2193054, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-20T17:41:08.913Z', 'retired_at': '2016-06-20T17:41:08.838Z'}",,,,,,,,,,,,,,,,,,
2193061,El Salvador,,,erostatus,San Salvador,F. Serrano,<NO MATCHES>,<NO MATCHES>,1984,,Not shown,,,,,,,PreservedSpecimen,HLOPP230,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP230Dorsal.JPG,HLOPP230Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T00:35:25.777Z', 'workflow_id': 2054, 'id': 1982471, 'subject_id': 2193061, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-23T15:26:53.097Z', 'retired_at': '2016-06-23T15:26:53.005Z'}",,,,,,,,,,,,,,,,,,
2193062,El Salvador,,,Papilio erostatus,V. Sta. Ana Los Andes,F Serrano,7 - July - VII,16,1984,,Not shown,,,1700m,,,,PreservedSpecimen,HLOPP231,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP231Dorsal.JPG,HLOPP231Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-20T20:41:04.225Z', 'workflow_id': 2054, 'id': 1990251, 'subject_id': 2193062, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-25T13:40:34.295Z', 'retired_at': '2016-06-25T13:40:34.260Z'}",,,,,,,,,,,,,,,,,,
2193064,Honduras,,,Papilio Erostratus,El Boqueron,R W Jones,8 - August - VIII,10,1980,,Male,,,,,,,PreservedSpecimen,HLOPP232,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP232Dorsal.JPG,HLOPP232Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T18:25:07.711Z', 'workflow_id': 2054, 'id': 1985184, 'subject_id': 2193064, 'classifications_count': 4, 'retirement_reason': None, 'updated_at': '2016-06-22T08:22:08.398Z', 'retired_at': '2016-06-22T08:22:08.299Z'}",,,,,,,,,,,,,,,,,,
2193072,<NO MATCHES>,,,erosdatus,T. Escalante. Chigra la pd.,<NO MATCHES>,<NO MATCHES>,Not Shown,<NO MATCHES>,<NO MATCHES>,Not shown,,,,,,,PreservedSpecimen,HLOPP233,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP234Dorsal.JPG,HLOPP233Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-19T10:10:47.123Z', 'workflow_id': 2054, 'id': 1987998, 'subject_id': 2193072, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-20T22:48:13.316Z', 'retired_at': '2016-06-20T22:48:13.263Z'}",,,,,,,,,,,,,,,,,,
2193073,Unknown Country,,,T. Escalante pazaval,Pazayal Chis,T. Escalante,11 - November - XI,Not Shown,1956,,Not shown,,,,,,,PreservedSpecimen,HLOPP235,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP235Dorsal.JPG,HLOPP235Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T21:24:58.935Z', 'workflow_id': 2054, 'id': 1981533, 'subject_id': 2193073, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T19:27:51.992Z', 'retired_at': '2016-06-27T19:27:51.902Z'}",,,,,,,,,,,,,,,,,,
2193078,Guatemala,,,erostatus,"Baleu, San Cristobal Verapaz, Alta Verapaz","Welling, E.; Allyn, A.C.",10 - October - X,3,1964,A.C. Allyn Acc. 1971-16; 100127.05 Dscossety,Not shown,,,1350m.,HLOPP236,,,PreservedSpecimen,HLOPP236,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP236Dorsal.JPG,HLOPP236Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-19T21:31:01.685Z', 'workflow_id': 2054, 'id': 1989232, 'subject_id': 2193078, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-20T17:38:01.710Z', 'retired_at': '2016-06-20T17:38:01.517Z'}",,,,,,,,,,,,,,,,,,
2193082,Guatemala,,,Papilio erostrutus,Mpio Acatenango Chimaltenango,E Welling,8 - August - VIII,4,1965,,Not shown,,,1730m,,,,PreservedSpecimen,HLOPP237,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP237Dorsal.JPG,HLOPP237Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-20T11:45:10.391Z', 'workflow_id': 2054, 'id': 1989805, 'subject_id': 2193082, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-23T12:07:43.777Z', 'retired_at': '2016-06-23T12:07:43.714Z'}",,,,,,,,,,,,,,,,,,
2193083,El Salvador,,,Papilio erostratus,"Cerro San Salvador (Picacho)
El. Sal. 2000m.",S. & L. Steinhauser,3 - March - III,11,1971,A. C. Allyn Acc. 193-23,Male,,,2000m,,,,PreservedSpecimen,HLOPP238,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP238Dorsal.JPG,HLOPP238Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-22T01:06:28.617Z', 'workflow_id': 2054, 'id': 1995234, 'subject_id': 2193083, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T23:19:35.740Z', 'retired_at': '2016-06-27T23:19:35.658Z'}",,,,,,,,,,,,,,,,,,
2193086,El Salvador,,,erostatus,V. Sta. Ana Los Andes,F. Serrano,7 - July - VII,16,1984,Allyn Museum Acc. 1984-44,Not shown,,,1580 m,,,,PreservedSpecimen,HLOPP239,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP239Dorsal.JPG,HLOPP239Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T23:03:46.046Z', 'workflow_id': 2054, 'id': 1982073, 'subject_id': 2193086, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T20:35:45.162Z', 'retired_at': '2016-06-17T20:35:45.113Z'}",,,,,,,,,,,,,,,,,,
2193090,El Salvador,,,erostates,"V. Sta. Ana
Los Andes",F. Serrano,7 - July - VII,23,1984,,Not shown,,,,,,,PreservedSpecimen,HLOPP240,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP240Dorsal.JPG,HLOPP240Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T15:37:58.857Z', 'workflow_id': 2054, 'id': 1984819, 'subject_id': 2193090, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-23T17:15:18.354Z', 'retired_at': '2016-06-23T17:15:18.317Z'}",,,,,,,,,,,,,,,,,,
2193091,Guatemala,,,Papilio Erostatus,Palin,A. Hall,7 - July - VII,Not Shown,1926,,Not shown,,,"3,600 ft",,,,PreservedSpecimen,HLOPP241,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP241Dorsal.JPG,HLOPP241Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-18T07:10:54.229Z', 'workflow_id': 2054, 'id': 1986215, 'subject_id': 2193091, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-23T17:59:30.390Z', 'retired_at': '2016-06-23T17:59:30.373Z'}",,,,,,,,,,,,,,,,,,
2193094,El Salvador,,,P. erostratus,Santa Tecla,S. & L. Steinhauser,<NO MATCHES>,28,1976,"A. C. Allyn
Acc. 1973-23
EsLar, Calimirea
Edulis
No. P-311
Papilla Wrestratus
Wa
Det: S.R. Steinhauser",Male,,,900m.,,,,PreservedSpecimen,HLOPP242,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP242Dorsal.JPG,HLOPP242Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-22T23:20:10.470Z', 'workflow_id': 2054, 'id': 1997830, 'subject_id': 2193094, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-25T07:20:50.431Z', 'retired_at': '2016-06-25T07:20:50.405Z'}",,,,,,,,,,,,,,,,,,
2193096,El Salvador,,,"Paplio ""erostatus""",San Salvador,D.W. Jenkins,9 - September - IX,8,1975,,Not shown,,,,,,,PreservedSpecimen,HLOPP243,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP243Dorsal.JPG,HLOPP243Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T17:58:06.323Z', 'workflow_id': 2054, 'id': 1985109, 'subject_id': 2193096, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-22T04:34:09.057Z', 'retired_at': '2016-06-22T04:34:09.030Z'}",,,,,,,,,,,,,,,,,,
2193100,<NO MATCHES>,,,erosdates,Santa Rosa,T. Escalante,3 - March - III,Not Shown,1958,<NO MATCHES>,Not shown,,,,,,,PreservedSpecimen,HLOPP244,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP244Dorsal.JPG,HLOPP244Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T01:49:50.756Z', 'workflow_id': 2054, 'id': 1982640, 'subject_id': 2193100, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-26T22:23:15.343Z', 'retired_at': '2016-06-26T22:23:15.265Z'}",,,,,,,,,,,,,,,,,,
2193102,<NO MATCHES>,<NO MATCHES>,<NO MATCHES>,erostates,Santa Rosa. Camiton,"T. Escalante, A. C. Allyn",4 - April - IV,Not Shown,1965,"chis
Acc. 1973-48
MGCL/FLMNH
Specimen no.
41041",Not shown,,,,,,,PreservedSpecimen,HLOPP245,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP245Dorsal.JPG,HLOPP245Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T12:39:06.868Z', 'workflow_id': 2054, 'id': 1984459, 'subject_id': 2193102, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-22T01:24:52.408Z', 'retired_at': '2016-06-22T01:24:52.312Z'}",,,,,,,,,,,,,,,,,,
2193105,Mexico,,Chiapas,Papilio Erostatus,"Chiapas, Lago de Monte Bello",D & J Jenkins,2 - February - II,9,1976,,Not shown,,,,,,,PreservedSpecimen,HLOPP246,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP246Dorsal.JPG,HLOPP246Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T22:44:20.850Z', 'workflow_id': 2054, 'id': 1981973, 'subject_id': 2193105, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-19T19:41:21.354Z', 'retired_at': '2016-06-19T19:41:21.275Z'}",,,,,,,,,,,,,,,,,,
2193109,Nicaragua,,,P. erostratus ?,Matagalpa 10 km N,Leg. R. A. Anderson,8 - August - VIII,10,1976,"Allyn Museum, ACC. 1993 25. HLopp247",Not shown,,,,,,,PreservedSpecimen,HLOPP247,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP247Dorsal.JPG,HLOPP247Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T20:55:11.997Z', 'workflow_id': 2054, 'id': 1981336, 'subject_id': 2193109, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-19T18:16:56.059Z', 'retired_at': '2016-06-19T18:16:56.000Z'}",,,,,,,,,,,,,,,,,,
2193110,Jamaica,,,Papilio pelaus,Baron Hill,L. Perkins,10 - October - X,4,1931,,Not shown,,,1200 ft,,,,PreservedSpecimen,HLOPP248,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP248Dorsal.JPG,HLOPP248Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T19:45:23.390Z', 'workflow_id': 2054, 'id': 1980803, 'subject_id': 2193110, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-21T16:51:03.685Z', 'retired_at': '2016-06-21T16:51:03.628Z'}",,,,,,,,,,,,,,,,,,
2193112,Jamaica,,,Pelaus,Baron Hill,,10 - October - X,31,Not Shown,,Not shown,,,1200 ft,,,,PreservedSpecimen,HLOPP249,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP249Dorsal.JPG,HLOPP249Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T12:35:16.298Z', 'workflow_id': 2054, 'id': 1984445, 'subject_id': 2193112, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-20T23:09:18.499Z', 'retired_at': '2016-06-20T23:09:18.300Z'}",,,,,,,,,,,,,,,,,,
2193114,Jamaica,,,Pelaus,"Moore Town, Jamaica",,Not Shown,Not Shown,Not Shown,100128.10 1551055cta hlopp250,Not shown,,,,,,,PreservedSpecimen,HLOPP250,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP250Dorsal.JPG,HLOPP250Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T19:09:37.123Z', 'workflow_id': 2054, 'id': 1980402, 'subject_id': 2193114, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T01:56:34.565Z', 'retired_at': '2016-06-17T01:56:34.532Z'}",,,,,,,,,,,,,,,,,,
2193117,Jamaica,,,Pelaus,Baron Hill,I. Perkins,10 - October - X,4,1931,,Not shown,,,1200 ft.,,,,PreservedSpecimen,HLOPP251,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP251Dorsal.JPG,HLOPP251Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T21:50:41.836Z', 'workflow_id': 2054, 'id': 1981697, 'subject_id': 2193117, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T20:13:44.177Z', 'retired_at': '2016-06-17T20:13:44.119Z'}",,,,,,,,,,,,,,,,,,
2193118,Jamaica,,,Pelaus,Kingston,D. W. Jenkins,11 - November - XI,8,<NO MATCHES>,,Not shown,,,,,,,PreservedSpecimen,HLOPP252,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP252Dorsal.JPG,HLOPP252Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T18:21:25.182Z', 'workflow_id': 2054, 'id': 1985172, 'subject_id': 2193118, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-21T13:28:30.252Z', 'retired_at': '2016-06-21T13:28:30.218Z'}",,,,,,,,,,,,,,,,,,
2193120,Jamaica,,,Papilio pelaus,crownland?,Tvelawny,5 - May - V,26,1984,<NO MATCHES>,Not shown,,,,,,,PreservedSpecimen,HLOPP253,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP253Dorsal.JPG,HLOPP253Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-25T13:52:03.479Z', 'workflow_id': 2054, 'id': 2003705, 'subject_id': 2193120, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-28T02:32:15.151Z', 'retired_at': '2016-06-28T02:32:14.894Z'}",,,,,,,,,,,,,,,,,,
